	sp_id	sp_hh_id	age	sex	work_id
5035	583670	1984	6	F	X
5036	608276	1984	9	F	48
5037	320330	1984	42	M	323
5038	283768	1984	38	M	323
5076	274018	2000	37	M	325
5077	253077	2000	35	M	325
5078	253078	2000	35	M	325
5079	539672	2000	83	M	X
5080	375825	2000	49	M	325
5230	196232	2065	29	M	332
5231	196233	2065	29	M	332
5232	196234	2065	29	M	332
5355	970332	2107	55	F	340
5410	591682	2130	7	F	44
5411	48772	2130	7	M	49
5412	1029642	2130	62	F	X
5413	31994	2130	5	M	X
5740	1163230	2260	82	F	X
5741	1163231	2260	82	F	X
5742	126205	2260	17	M	44
5753	222055	2266	32	M	365
5754	222056	2266	32	M	365
5755	222057	2266	32	M	366
5830	1029645	2296	62	F	X
5831	1179044	2296	86	F	X
5832	509476	2296	70	M	X
5857	1179046	2308	86	F	X
5858	870668	2308	43	F	372
5859	556742	2308	2	F	X
5860	1102915	2308	70	F	X
6079	1094332	2395	69	F	X
6080	320334	2395	42	M	387
6081	832834	2395	39	F	387
6082	535033	2395	80	M	X
6083	1175984	2395	85	F	X
6133	1118917	2417	72	F	X
6134	683468	2417	20	F	390
6165	344817	2431	45	M	391
6166	545558	2431	0	F	X
6167	344816	2431	45	M	391
6305	328623	2483	43	M	401
6306	328624	2483	43	M	401
6353	583683	2506	6	F	X
6354	694419	2506	22	F	405
6355	769814	2506	33	F	405
6389	189881	2519	28	M	407
6390	1158702	2519	81	F	X
6435	1085970	2538	68	F	X
6436	780430	2538	34	F	409
6437	575735	2538	5	F	X
6475	383259	2554	50	M	411
6476	514137	2554	71	M	X
6477	1058150	2554	65	F	X
6587	750831	2601	31	F	417
6588	196249	2601	29	M	417
6593	283777	2603	38	M	418
6594	24738	2603	4	M	X
6595	283778	2603	38	M	418
6596	203960	2603	30	M	418
6597	1019676	2603	61	F	X
6782	932644	2674	50	F	427
6783	851873	2674	41	F	427
6809	475977	2686	64	M	X
7056	1067338	2791	66	F	X
7057	1067339	2791	66	F	X
7058	870676	2791	43	F	443
7059	536494	2791	81	M	X
7268	212605	2867	31	M	457
7269	1010406	2867	60	F	457
7270	66182	2867	9	M	48
7280	320342	2872	42	M	458
7281	40207	2872	6	M	X
7389	1151560	2918	79	F	X
7390	320343	2918	42	M	465
7391	671600	2918	18	F	465
7392	822431	2918	38	F	465
7393	907128	2918	47	F	466
7429	721874	2929	27	F	467
7430	509484	2929	70	M	X
7431	509485	2929	70	M	X
7432	509486	2929	70	M	X
7445	336851	2938	44	M	468
7446	1111175	2938	71	F	X
7549	879831	2981	44	F	474
7550	155610	2981	22	M	474
7702	624457	3045	11	F	48
7703	344828	3045	45	M	481
7704	624458	3045	11	F	44
7705	1076702	3045	67	F	X
7706	1029657	3045	62	F	X
7707	1029658	3045	62	F	X
7782	683477	3072	20	F	487
7783	551207	3072	1	F	X
7794	631896	3079	12	F	44
7795	196261	3079	29	M	488
7796	274050	3079	37	M	488
7797	522485	3079	73	M	X
7906	932648	3125	50	F	495
7907	870687	3125	43	F	495
7908	583698	3125	6	F	X
7909	583699	3125	6	F	X
7910	583700	3125	6	F	X
7969	311475	3148	41	M	498
7970	302789	3148	40	M	498
7971	98788	3148	13	M	56
8030	320346	3173	42	M	502
8031	320347	3173	42	M	502
8032	769826	3173	33	F	502
8033	132746	3173	18	M	502
8034	469479	3173	63	M	X
8050	624459	3181	11	F	44
8051	728270	3181	28	F	503
8052	728269	3181	28	F	503
8053	822435	3181	38	F	504
8172	504473	3229	69	M	X
8173	870690	3229	43	F	510
8174	924323	3229	49	F	510
8175	870689	3229	43	F	510
8185	1076705	3233	67	F	X
8186	653153	3233	15	F	48
8187	212613	3233	31	M	511
8188	455013	3233	61	M	X
8282	242346	3271	34	M	520
8283	242345	3271	34	M	520
8284	242344	3271	34	M	521
8493	769830	3358	33	F	534
8494	1118931	3358	72	F	X
8495	113297	3358	15	M	48
8496	222087	3358	32	M	534
8497	535039	3358	80	M	X
8549	410147	3380	54	M	536
8550	488181	3380	66	M	X
8551	568925	3380	4	F	X
8552	631902	3380	12	F	48
8553	631901	3380	12	F	44
8554	631903	3380	12	F	44
8555	616656	3380	10	F	44
8645	683481	3417	20	F	542
8646	1183986	3417	89	F	X
8707	1085998	3441	68	F	X
8708	861633	3441	42	F	546
8709	1118932	3441	72	F	X
8712	977465	3443	56	F	546
8713	1133040	3443	74	F	X
8714	888990	3443	45	F	546
8744	940531	3455	51	F	550
8745	311484	3455	41	M	550
8774	1149540	3465	78	F	X
8775	482289	3465	65	M	X
8776	482288	3465	65	M	X
8777	91144	3465	12	M	44
8778	91145	3465	12	M	65
9016	1029669	3564	62	F	X
9025	119878	3567	16	M	44
9026	568931	3567	4	F	X
9027	344835	3567	45	M	565
9097	721886	3595	27	F	568
9098	1076715	3595	67	F	X
9099	956041	3595	53	F	568
9100	1154439	3595	80	F	X
9357	222092	3692	32	M	583
9358	556763	3692	2	F	X
9359	535044	3692	80	M	X
9577	1001535	3774	59	F	596
9578	1139241	3774	75	F	X
9579	390296	3774	51	M	596
9586	428224	3778	57	M	X
9788	203983	3859	30	M	611
9789	915837	3859	48	F	611
9790	32030	3859	5	M	X
9791	83445	3859	11	M	19
9792	132757	3859	18	M	611
10122	293732	3994	39	M	632
10123	390300	3994	51	M	632
10124	328654	3994	43	M	632
10125	328653	3994	43	M	632
10126	889002	3994	45	F	632
10127	253123	3994	35	M	632
10237	119886	4038	16	M	8
10238	475992	4038	64	M	X
10239	616673	4038	10	F	7
10240	360740	4038	47	M	639
10241	428230	4038	57	M	X
10289	556769	4057	2	F	X
10290	1118942	4057	72	F	X
10291	336867	4057	44	M	642
10299	677654	4062	19	F	642
10300	1019712	4062	61	F	X
10301	1133054	4062	74	F	X
10302	352787	4062	46	M	642
10303	646374	4062	14	F	59
10356	462617	4084	62	M	X
10357	469486	4084	63	M	X
10358	932666	4084	50	F	646
10359	441025	4084	59	M	X
10360	1179057	4084	86	F	X
10493	907148	4136	47	F	655
10494	462619	4136	62	M	X
10495	780467	4136	34	F	656
10661	879858	4199	44	F	666
10681	203990	4206	30	M	667
10682	688944	4206	21	F	667
10683	940544	4206	51	F	667
10691	383282	4210	50	M	667
10692	677656	4210	19	F	667
10693	624475	4210	11	F	65
10694	716088	4210	26	F	667
10695	631917	4210	12	F	12
10696	403872	4211	53	M	667
10697	760224	4211	32	F	668
10703	780470	4215	34	F	668
10704	842503	4215	40	F	668
10705	475996	4215	64	M	X
10749	514151	4233	71	M	X
10750	694441	4233	22	F	669
10751	160769	4233	23	M	669
10752	1076727	4233	67	F	X
10762	283807	4238	38	M	671
10763	171746	4238	25	M	671
10974	1019721	4319	61	F	X
10982	832866	4322	39	F	685
10983	469491	4322	63	M	X
11000	1158726	4330	81	F	X
11001	1172288	4330	84	F	X
11002	1086008	4330	68	F	X
11003	1158725	4330	81	F	X
11004	538161	4330	82	M	X
11005	538160	4330	82	M	X
11006	646380	4330	14	F	24
11030	870716	4343	43	F	687
11031	352793	4343	46	M	687
11253	6009	4433	1	M	X
11254	769855	4433	33	F	700
11255	646382	4433	14	F	59
11256	1094363	4433	69	F	X
11293	624480	4450	11	F	48
11424	728283	4497	28	F	708
11425	694444	4497	22	F	708
11499	98818	4529	13	M	48
11500	11957	4529	2	M	X
11501	963204	4529	54	F	712
11573	769857	4560	33	F	717
11574	48814	4560	7	M	60
11643	311502	4589	41	M	721
11644	83460	4589	11	M	7
11645	222115	4589	32	M	722
11646	545580	4589	0	F	X
11790	196292	4645	29	M	730
11791	1163270	4645	82	F	X
11894	728286	4688	28	F	736
11895	915851	4688	48	F	737
11896	734554	4688	29	F	737
11938	653165	4706	15	F	8
11939	907158	4706	47	F	740
11940	383292	4706	50	M	740
11953	476008	4712	64	M	X
11954	231892	4712	33	M	741
11955	631922	4712	12	F	55
12001	1058191	4729	65	F	X
12002	608326	4729	9	F	48
12003	545581	4729	0	F	X
12004	1183994	4729	89	F	X
12269	791062	4835	35	F	759
12270	545585	4835	0	F	X
12271	1118958	4835	72	F	X
12272	1076738	4835	67	F	X
12273	898121	4835	46	F	759
12317	328673	4856	43	M	762
12318	591723	4856	7	F	24
12319	522492	4856	73	M	X
12320	204001	4856	30	M	762
12340	344858	4864	45	M	764
12341	1058195	4864	65	F	X
12342	144522	4864	20	M	764
12399	160776	4885	23	M	767
12400	556783	4885	2	F	X
12401	924347	4885	49	F	767
12436	568954	4900	4	F	X
12437	375867	4900	49	M	769
12438	728288	4900	28	F	769
12602	434373	4961	58	M	X
12603	1067397	4961	66	F	X
12604	328674	4961	43	M	781
12605	67	4961	0	M	X
12666	328675	4983	43	M	785
12667	155640	4983	22	M	785
12668	196305	4983	29	M	785
12669	397414	4984	52	M	786
12670	734557	4984	29	F	786
12671	274094	4984	37	M	786
12672	368530	4984	48	M	786
12716	509504	5000	70	M	X
12717	742499	5000	30	F	789
12718	721908	5000	27	F	789
12719	688950	5000	21	F	789
12720	898125	5000	46	F	789
12820	410170	5043	54	M	797
12821	150016	5043	21	M	797
12822	977488	5043	56	F	797
12823	889024	5043	45	F	797
12872	189917	5061	28	M	802
12873	1118964	5061	72	F	X
12874	898128	5061	46	F	802
12875	242377	5061	34	M	802
12954	375869	5093	49	M	807
12955	822475	5093	38	F	808
12956	646391	5093	14	F	24
12957	32049	5093	5	M	X
12975	536506	5100	81	M	X
12976	263676	5100	36	M	808
12977	963221	5100	54	F	808
12978	204007	5100	30	M	809
12979	879886	5100	44	F	809
12980	879887	5100	44	F	809
12981	791071	5100	35	F	809
13120	183411	5157	27	M	819
13121	1067404	5157	66	F	X
13190	907167	5184	47	F	825
13191	591732	5184	7	F	16
13192	659354	5184	16	F	48
13399	336888	5268	44	M	835
13400	870730	5268	43	F	835
13447	1019750	5287	61	F	X
13448	822482	5287	38	F	838
13449	822481	5287	38	F	838
13450	822480	5287	38	F	838
13451	822479	5287	38	F	839
13452	728295	5287	28	F	839
13453	728294	5287	28	F	839
13460	716106	5291	26	F	840
13461	948521	5291	52	F	840
13462	915858	5291	48	F	840
13505	171756	5309	25	M	842
13506	196310	5309	29	M	843
13526	155645	5316	22	M	844
13561	253157	5330	35	M	847
13562	694454	5330	22	F	847
13753	1181393	5402	87	F	X
13754	57592	5402	8	M	79
13755	18018	5402	3	M	X
13756	368540	5402	48	M	858
13757	504492	5403	69	M	X
13758	1010447	5403	60	F	858
13776	83471	5410	11	M	66
13777	57593	5410	8	M	1
13831	734563	5431	29	F	861
13832	476018	5431	64	M	X
13833	851917	5431	41	F	861
13834	119907	5431	16	M	66
13870	742509	5446	30	F	863
13871	171760	5446	25	M	863
13936	970381	5472	55	F	866
13967	861669	5484	42	F	867
13968	499564	5484	68	M	X
14160	624499	5561	11	F	48
14161	1179061	5561	86	F	X
14162	956061	5561	53	F	878
14163	40256	5561	6	M	X
14200	915863	5576	48	F	880
14201	302832	5576	40	M	880
14202	1181394	5576	87	F	X
14203	283842	5576	38	M	880
14204	780494	5576	34	F	880
14205	320387	5576	42	M	880
14474	750894	5677	31	F	897
14475	138854	5677	19	M	897
14476	1094382	5677	69	F	X
14477	328686	5677	43	M	897
14478	1010452	5677	60	F	898
14647	671629	5739	18	F	908
14648	336894	5739	44	M	909
14649	870740	5739	43	F	909
14701	222131	5758	32	M	913
14702	879898	5758	44	F	913
14703	397426	5758	52	M	913
14704	57603	5758	8	M	107
14761	822491	5779	38	F	916
14762	410179	5779	54	M	916
14763	83477	5779	11	M	107
14764	742519	5779	30	F	916
14765	1048761	5779	64	F	X
14835	750896	5806	31	F	920
14836	889037	5806	45	F	921
14837	204025	5806	30	M	921
14838	832891	5806	39	F	921
14852	688958	5812	21	F	921
14853	742520	5812	30	F	921
14854	760257	5812	32	F	922
14855	476026	5812	64	M	X
15068	694464	5888	22	F	935
15069	83479	5888	11	M	8
15085	631937	5894	12	F	108
15086	166553	5894	24	M	936
15087	138861	5894	19	M	936
15088	734576	5894	29	F	936
15130	624512	5910	11	F	71
15131	204026	5910	30	M	938
15132	1001577	5910	59	F	938
15133	75	5910	0	M	X
15134	822494	5910	38	F	939
15232	1176019	5945	85	F	X
15233	422284	5945	56	M	X
15234	948529	5945	52	F	946
15390	77	5999	0	M	X
15391	710601	5999	25	F	956
15392	368550	5999	48	M	956
15393	710600	5999	25	F	956
15397	956069	6002	53	F	957
15398	160789	6002	23	M	957
15399	160788	6002	23	M	957
15400	518479	6002	72	M	X
15401	791098	6002	35	F	958
15450	1172305	6026	84	F	X
15451	600044	6026	8	F	84
15452	532249	6026	77	M	X
15453	189931	6026	28	M	960
15454	40266	6026	6	M	X
15465	992867	6033	58	F	961
15466	263700	6033	36	M	961
15467	932709	6033	50	F	962
15468	138862	6033	19	M	962
15469	113334	6033	15	M	55
15470	1102984	6033	70	F	X
15533	1163286	6059	82	F	X
15534	360774	6059	47	M	965
15535	476028	6059	64	M	X
15536	293773	6059	39	M	965
15537	699697	6059	23	F	965
15906	977512	6203	56	F	989
15907	138864	6203	19	M	989
15908	138863	6203	19	M	989
15995	932711	6237	50	F	995
15996	518482	6237	72	M	X
15997	441060	6237	59	M	X
15998	1102987	6237	70	F	X
15999	1102988	6237	70	F	X
16056	600047	6260	8	F	84
16057	600048	6260	8	F	106
16058	600049	6260	8	F	71
16072	11974	6266	2	M	X
16073	177349	6266	26	M	998
16074	177350	6266	26	M	998
16075	710605	6266	25	F	998
16076	710604	6266	25	F	998
16096	482332	6273	65	M	X
16097	1167924	6273	83	F	X
16098	907187	6273	47	F	999
16111	344880	6280	45	M	1001
16112	375887	6280	49	M	1001
16113	375886	6280	49	M	1001
16194	575812	6321	5	F	X
16195	575811	6321	5	F	X
16196	57617	6321	8	M	106
16197	383319	6321	50	M	1005
16263	1094396	6346	69	F	X
16264	1094395	6346	69	F	X
16265	1094394	6346	69	F	X
16273	750906	6350	31	F	1011
16319	48851	6371	7	M	84
16320	48852	6371	7	M	108
16321	1133091	6371	74	F	X
16392	84	6400	0	M	X
16393	653192	6400	15	F	108
16394	551243	6400	1	F	X
16395	699701	6400	23	F	1018
16460	344884	6422	45	M	1023
16461	150030	6422	21	M	1023
16462	344885	6422	45	M	1023
16463	368558	6422	48	M	1023
16464	150031	6422	21	M	1023
16729	536513	6532	81	M	X
16730	653195	6532	15	F	71
16781	659366	6556	16	F	8
16782	879915	6556	44	F	1044
16783	879914	6556	44	F	1044
16784	879913	6556	44	F	1044
16907	1019784	6606	61	F	X
16908	677678	6606	19	F	1054
16909	1019785	6606	61	F	X
16910	575817	6606	5	F	X
16940	499571	6618	68	M	X
17056	57625	6665	8	M	84
17057	204042	6665	30	M	1062
17058	631950	6665	12	F	84
17300	390341	6761	51	M	1077
17301	639243	6761	13	F	18
17302	639244	6761	13	F	18
17303	699704	6761	23	F	1077
17304	984908	6761	57	F	1077
17305	98851	6761	13	M	55
17341	1167929	6776	83	F	X
17342	907199	6776	47	F	1079
17343	1039234	6776	63	F	X
17344	383324	6776	50	M	1079
17345	1139265	6776	75	F	X
17433	608381	6816	9	F	55
17434	801863	6816	36	F	1086
17435	639246	6816	13	F	84
17436	639245	6816	13	F	35
17564	600064	6862	8	F	8
17565	600065	6862	8	F	18
17640	514175	6892	71	M	X
17641	462657	6892	62	M	X
17642	948547	6892	52	F	1098
17643	66263	6892	9	M	84
17644	842558	6892	40	F	1098
17822	132803	6956	18	M	1107
17823	320415	6956	42	M	1107
17824	410196	6956	54	M	1108
17841	422293	6962	56	M	X
17842	671647	6962	18	F	1108
17843	653199	6962	15	F	71
17844	870760	6962	43	F	1109
17954	956083	7010	53	F	1117
17955	760284	7010	32	F	1117
17956	48860	7010	7	M	35
17957	360792	7010	47	M	1118
18137	132808	7080	18	M	1128
18138	132806	7080	18	M	1128
18139	132805	7080	18	M	1128
18152	98	7085	0	M	X
18153	1019806	7085	61	F	X
18154	1019805	7085	61	F	X
18155	1019804	7085	61	F	X
18186	624530	7102	11	F	108
18187	705291	7102	24	F	1132
18188	705290	7102	24	F	1132
18209	801864	7111	36	F	1134
18210	1172318	7111	84	F	X
18211	1172319	7111	84	F	X
18212	1172320	7111	84	F	X
18256	639250	7133	13	F	71
18260	1058243	7136	65	F	X
18261	422295	7136	56	M	X
18262	320416	7136	42	M	1136
18282	1010479	7146	60	F	1137
18283	1010480	7146	60	F	1137
18336	1187128	7166	92	F	X
18337	688970	7166	21	F	1141
18364	274145	7173	37	M	1143
18365	126278	7173	17	M	84
18366	984920	7173	57	F	1143
18367	126279	7173	17	M	18
18368	204048	7173	30	M	1143
18409	57640	7187	8	M	66
18451	91203	7202	12	M	73
18452	91202	7202	12	M	108
18453	705294	7202	24	F	1148
18454	568984	7202	4	F	X
18536	812191	7237	37	F	1153
18537	545607	7237	0	F	X
18538	851958	7237	41	F	1153
18539	716131	7237	26	F	1154
18776	780535	7336	34	F	1169
18777	780534	7336	34	F	1170
18862	106331	7370	14	M	10
18863	390360	7370	51	M	1173
18881	1029744	7379	62	F	X
18882	861709	7379	42	F	1175
19061	514181	7453	71	M	X
19062	545609	7453	0	F	X
19063	83494	7453	11	M	84
19064	1058248	7453	65	F	X
19065	397452	7453	52	M	1189
19066	699713	7453	23	F	1189
19067	150042	7453	21	M	1190
19070	150040	7455	21	M	1190
19071	1147426	7455	77	F	X
19072	1086069	7455	68	F	X
19073	1086068	7455	68	F	X
19107	710616	7468	25	F	1191
19108	710615	7468	25	F	1191
19109	616733	7468	10	F	55
19110	583772	7468	6	F	X
19111	144551	7468	20	M	1191
19270	1154476	7527	80	F	X
19364	956094	7559	53	F	1207
19365	320427	7559	42	M	1207
19366	40292	7559	6	M	X
19367	488234	7559	66	M	X
19910	616746	7771	10	F	50
19911	528349	7771	75	M	X
19962	977539	7791	56	F	1247
19963	183441	7791	27	M	1247
19964	283889	7791	38	M	1247
19965	710619	7791	25	F	1247
19966	1185211	7791	90	F	X
20048	624539	7823	11	F	20
20049	540969	7823	84	M	X
20050	177367	7823	26	M	1251
20130	150048	7854	21	M	1257
20141	222166	7859	32	M	1257
20142	525587	7859	74	M	X
20143	222167	7859	32	M	1258
20216	344915	7890	45	M	1263
20217	1058256	7890	65	F	X
20218	171788	7890	25	M	1263
20219	171787	7890	25	M	1263
20220	171786	7890	25	M	1263
20404	780544	7960	34	F	1274
20405	1158766	7960	81	F	X
20406	659380	7960	16	F	35
20407	242453	7960	34	M	1274
20408	242452	7960	34	M	1274
20409	242451	7961	34	M	1274
20410	242450	7961	34	M	1275
20447	416190	7980	55	M	1277
20448	410207	7980	54	M	1277
20449	416189	7980	55	M	1277
20450	416188	7980	55	M	1277
20586	222170	8035	32	M	1286
20587	222169	8035	32	M	1286
20588	416193	8035	55	M	1286
20711	1176031	8086	85	F	X
20712	1001619	8086	59	F	1297
20713	542875	8086	86	M	X
20714	1010500	8086	60	F	1297
20715	1176032	8086	85	F	X
20726	915900	8093	48	F	1297
20727	861723	8093	42	F	1297
20730	932751	8097	50	F	1297
20731	344918	8097	45	M	1297
20732	344917	8097	45	M	1297
20733	196342	8097	29	M	1297
20796	488245	8122	66	M	X
20797	177370	8122	26	M	1301
20798	177371	8122	26	M	1301
21005	360816	8196	47	M	1313
21006	360815	8196	47	M	1313
21007	518497	8196	72	M	X
21130	106339	8247	14	M	73
21131	488247	8247	66	M	X
21132	488248	8247	66	M	X
21133	1094429	8247	69	F	X
21247	545631	8293	0	F	X
21577	66295	8418	9	M	18
21578	66296	8418	9	M	107
21579	352853	8418	46	M	1347
21614	822543	8431	38	F	1349
21615	504517	8431	69	M	X
21616	1103024	8431	70	F	X
21617	1103023	8431	70	F	X
21618	600099	8431	8	F	84
21625	1094438	8435	69	F	X
21626	646440	8435	14	F	107
21627	522515	8435	73	M	X
21628	646441	8435	14	F	55
21639	448021	8438	60	M	X
21640	1001623	8438	59	F	1350
21831	150054	8516	21	M	1361
21877	1182961	8532	88	F	X
21878	984955	8532	57	F	1365
21879	851980	8532	41	F	1365
21880	851979	8532	41	F	1365
21906	562634	8543	3	F	X
22093	791156	8615	35	F	1379
22094	476072	8615	64	M	X
22095	699727	8615	23	F	1379
22216	24820	8661	4	M	X
22217	889091	8661	45	F	1387
22218	992913	8661	58	F	1387
22219	583787	8661	6	F	X
22220	791157	8661	35	F	1387
22549	123	8789	0	M	X
22550	124	8789	0	M	X
22551	556832	8789	2	F	X
22552	83534	8789	11	M	10
22593	801893	8807	36	F	1408
22594	801894	8807	36	F	1408
22595	801895	8807	36	F	1408
22596	1076814	8807	67	F	X
22597	1076813	8807	67	F	X
22598	591793	8807	7	F	107
22654	694501	8831	22	F	1412
22655	212728	8831	31	M	1412
22656	924412	8831	49	F	1412
22657	1010517	8831	60	F	1412
22677	530780	8840	76	M	X
22678	734622	8840	29	F	1414
22707	907230	8852	47	F	1416
22708	616763	8852	10	F	108
22811	518503	8892	72	M	X
22812	336962	8892	44	M	1421
22813	646450	8892	14	F	35
22814	403926	8892	53	M	1421
23112	504524	9006	69	M	X
23191	683551	9037	20	F	1449
23192	992921	9037	58	F	1449
23193	1172329	9037	84	F	X
23194	932771	9037	50	F	1449
23195	932772	9037	50	F	1449
23279	189976	9073	28	M	1454
23280	390391	9073	51	M	1454
23281	791167	9073	35	F	1454
23282	75137	9073	10	M	35
24014	551277	9351	1	F	X
24015	551278	9351	1	F	X
24016	551279	9351	1	F	X
24026	504529	9358	69	M	X
24027	514201	9358	71	M	X
24028	977569	9358	56	F	1502
24045	545644	9366	0	F	X
24046	293841	9366	39	M	1502
24047	514203	9366	71	M	X
24204	898216	9424	46	F	1513
24205	1029794	9424	62	F	X
24206	542050	9424	85	M	X
24305	851997	9463	41	F	1520
24306	575865	9463	5	F	X
24307	12016	9463	2	M	X
24308	416216	9463	55	M	1520
24310	368606	9465	48	M	1520
24311	801905	9465	36	F	1520
24312	476081	9465	64	M	X
24313	1158783	9465	81	F	X
24340	915925	9476	48	F	1521
24341	1179077	9476	86	F	X
24342	671675	9477	18	F	1522
24343	1048834	9477	64	F	X
24344	1067482	9477	66	F	X
24454	222211	9521	32	M	1527
24455	1010533	9521	60	F	1527
24843	1119037	9671	72	F	X
24844	538182	9671	82	M	X
24845	455122	9671	61	M	X
24873	488265	9681	66	M	X
24874	242485	9681	34	M	1550
24990	1058294	9728	65	F	X
24991	716163	9728	26	F	1555
24992	879970	9728	44	F	1555
25039	1058296	9747	65	F	X
25040	311582	9747	41	M	1558
25041	907248	9747	47	F	1558
25042	119954	9747	16	M	108
25043	274209	9747	37	M	1558
25047	861749	9750	42	F	1559
25048	801910	9750	36	F	1559
25049	499610	9750	68	M	X
25050	1176041	9750	85	F	X
25051	242488	9750	34	M	1559
25259	1126926	9825	73	F	X
25260	1076832	9825	67	F	X
25261	75152	9825	10	M	18
25262	583818	9825	6	F	X
25263	410225	9825	54	M	1569
25264	842608	9825	40	F	1569
25269	1067493	9830	66	F	X
25270	879974	9830	44	F	1570
25596	769985	9959	33	F	1590
25597	769986	9959	33	F	1590
25598	232021	9959	33	M	1590
25615	24841	9967	4	M	X
25616	852006	9967	41	F	1591
25617	283938	9967	38	M	1592
25618	683565	9967	20	F	1592
25619	83562	9968	11	M	107
25620	462706	9968	62	M	X
25621	441120	9968	59	M	X
