	sp_id	hh_size	latitude	longitude	location	mo_name
989515	392815	3	55.200663597	61.31450333	POINT (61.31450333 55.200663597)	Kurchatovskiy rayon
1001553	397603	4	55.206275819	61.304271136	POINT (61.304271136 55.206275819)	Kurchatovskiy rayon
944096	374754	6	55.19526806	61.355850391	POINT (61.355850391 55.19526806)	Kurchatovskiy rayon
1046261	415412	3	55.220217089	61.294233821	POINT (61.294233821 55.220217089)	Kurchatovskiy rayon
1040973	413301	6	55.21734248	61.300377267	POINT (61.300377267 55.21734248)	Kurchatovskiy rayon
813022	322690	5	55.186625921	61.299271753	POINT (61.299271753 55.186625921)	Kurchatovskiy rayon
995534	395215	4	55.203544416	61.318766076	POINT (61.318766076 55.203544416)	Kurchatovskiy rayon
917391	364129	3	55.193307212	61.307881453	POINT (61.307881453 55.193307212)	Kurchatovskiy rayon
1054357	418558	2	55.234853601	61.355184018	POINT (61.355184018 55.234853601)	Kurchatovskiy rayon
944041	374736	6	55.19526806	61.355850391	POINT (61.355850391 55.19526806)	Kurchatovskiy rayon
876861	348059	2	55.190464128	61.383664151	POINT (61.383664151 55.190464128)	Kurchatovskiy rayon
1046010	415307	3	55.220047775	61.292271192	POINT (61.292271192 55.220047775)	Kurchatovskiy rayon
997040	395812	2	55.204242075	61.282776579	POINT (61.282776579 55.204242075)	Kurchatovskiy rayon
1021285	405462	4	55.210097425	61.272419969	POINT (61.272419969 55.210097425)	Kurchatovskiy rayon
996606	395638	7	55.204011375	61.282155725	POINT (61.282155725 55.204011375)	Kurchatovskiy rayon
829697	329308	5	55.187828237	61.391769771	POINT (61.391769771 55.187828237)	Kurchatovskiy rayon
980625	389279	3	55.198351982	61.324644679	POINT (61.324644679 55.198351982)	Kurchatovskiy rayon
848246	336680	3	55.188987012	61.385410627	POINT (61.385410627 55.188987012)	Kurchatovskiy rayon
801213	317994	3	55.185880049	61.294100026	POINT (61.294100026 55.185880049)	Kurchatovskiy rayon
901536	357825	6	55.192426306	61.312215723	POINT (61.312215723 55.192426306)	Kurchatovskiy rayon
980856	389369	5	55.198351982	61.324644679	POINT (61.324644679 55.198351982)	Kurchatovskiy rayon
990710	393296	6	55.20117083	61.316806409	POINT (61.316806409 55.20117083)	Kurchatovskiy rayon
952734	378186	4	55.196079425	61.34429026	POINT (61.34429026 55.196079425)	Kurchatovskiy rayon
1033509	410333	3	55.214264427	61.294639204	POINT (61.294639204 55.214264427)	Kurchatovskiy rayon
872186	346195	3	55.190250851	61.299345935	POINT (61.299345935 55.190250851)	Kurchatovskiy rayon
798091	316758	6	55.185734279	61.278870086	POINT (61.278870086 55.185734279)	Kurchatovskiy rayon
862943	342523	2	55.189794675	61.275250512	POINT (61.275250512 55.189794675)	Kurchatovskiy rayon
1017864	404100	4	55.209391243	61.301248486	POINT (61.301248486 55.209391243)	Kurchatovskiy rayon
1017767	404058	2	55.2093583	61.2832711	POINT (61.2832711 55.2093583)	Kurchatovskiy rayon
883492	350689	3	55.19081822	61.37099831	POINT (61.37099831 55.19081822)	Kurchatovskiy rayon
1042243	413806	2	55.217898975	61.282276095	POINT (61.282276095 55.217898975)	Kurchatovskiy rayon
999533	396801	3	55.205418787	61.276393132	POINT (61.276393132 55.205418787)	Kurchatovskiy rayon
986438	391590	5	55.199701051	61.318277594	POINT (61.318277594 55.199701051)	Kurchatovskiy rayon
1107981	439755	2	55.24630795	61.3549135	POINT (61.3549135 55.24630795)	Kurchatovskiy rayon
1034033	410534	5	55.214388535	61.303470341	POINT (61.303470341 55.214388535)	Kurchatovskiy rayon
903906	358764	1	55.19251988	61.288947918	POINT (61.288947918 55.19251988)	Kurchatovskiy rayon
1027125	407792	2	55.212006656	61.288891536	POINT (61.288891536 55.212006656)	Kurchatovskiy rayon
939885	373081	2	55.195055245	61.341181302	POINT (61.341181302 55.195055245)	Kurchatovskiy rayon
1018834	404482	3	55.2094453	61.28234215	POINT (61.28234215 55.2094453)	Kurchatovskiy rayon
868064	344563	1	55.190104381	61.375983545	POINT (61.375983545 55.190104381)	Kurchatovskiy rayon
964441	382843	3	55.196790681	61.309329875	POINT (61.309329875 55.196790681)	Kurchatovskiy rayon
793616	314981	3	55.185394189	61.390153173	POINT (61.390153173 55.185394189)	Kurchatovskiy rayon
823821	326970	1	55.187521604	61.378616942	POINT (61.378616942 55.187521604)	Kurchatovskiy rayon
886209	351759	2	55.190992606	61.296940013	POINT (61.296940013 55.190992606)	Kurchatovskiy rayon
907301	360119	3	55.192646703	61.278726254	POINT (61.278726254 55.192646703)	Kurchatovskiy rayon
898037	356444	6	55.191929179	61.331774399	POINT (61.331774399 55.191929179)	Kurchatovskiy rayon
1041309	413436	4	55.217399755	61.293079536	POINT (61.293079536 55.217399755)	Kurchatovskiy rayon
988160	392270	2	55.200162961	61.316255198	POINT (61.316255198 55.200162961)	Kurchatovskiy rayon
813029	322691	4	55.186625921	61.299271753	POINT (61.299271753 55.186625921)	Kurchatovskiy rayon
823866	326991	3	55.187543068	61.380479316	POINT (61.380479316 55.187543068)	Kurchatovskiy rayon
760119	301668	1	55.183677185	61.292660738	POINT (61.292660738 55.183677185)	Kurchatovskiy rayon
820880	325806	4	55.187213006	61.384895389	POINT (61.384895389 55.187213006)	Kurchatovskiy rayon
866128	343797	5	55.189926738	61.387852315	POINT (61.387852315 55.189926738)	Kurchatovskiy rayon
1043996	414508	3	55.218973411	61.285582581	POINT (61.285582581 55.218973411)	Kurchatovskiy rayon
925392	367306	2	55.194018424	61.342027881	POINT (61.342027881 55.194018424)	Kurchatovskiy rayon
795247	315623	6	55.185560302	61.279519129	POINT (61.279519129 55.185560302)	Kurchatovskiy rayon
1017713	404036	3	55.2093583	61.2832711	POINT (61.2832711 55.2093583)	Kurchatovskiy rayon
946068	375540	3	55.195555398	61.346306614	POINT (61.346306614 55.195555398)	Kurchatovskiy rayon
1006593	399615	7	55.20793945	61.3021276	POINT (61.3021276 55.20793945)	Kurchatovskiy rayon
931156	369612	6	55.194332245	61.283386573	POINT (61.283386573 55.194332245)	Kurchatovskiy rayon
971622	385700	2	55.197426716	61.354154448	POINT (61.354154448 55.197426716)	Kurchatovskiy rayon
964621	382915	4	55.196790681	61.309329875	POINT (61.309329875 55.196790681)	Kurchatovskiy rayon
942235	374015	4	55.195186767	61.36195979	POINT (61.36195979 55.195186767)	Kurchatovskiy rayon
973483	386440	5	55.197716006	61.331812802	POINT (61.331812802 55.197716006)	Kurchatovskiy rayon
961995	381871	1	55.196581038	61.310496419	POINT (61.310496419 55.196581038)	Kurchatovskiy rayon
1008093	400206	2	55.208206813	61.306457126	POINT (61.306457126 55.208206813)	Kurchatovskiy rayon
941055	373546	3	55.195076388	61.348553527	POINT (61.348553527 55.195076388)	Kurchatovskiy rayon
1040989	413307	3	55.21734248	61.300377267	POINT (61.300377267 55.21734248)	Kurchatovskiy rayon
835120	331457	3	55.1882122	61.3834386	POINT (61.3834386 55.1882122)	Kurchatovskiy rayon
997343	395933	2	55.2047067	61.291688	POINT (61.291688 55.2047067)	Kurchatovskiy rayon
951907	377859	7	55.19605638	61.28289141	POINT (61.28289141 55.19605638)	Kurchatovskiy rayon
1040762	413219	4	55.217253451	61.298976413	POINT (61.298976413 55.217253451)	Kurchatovskiy rayon
912332	362124	4	55.19302564	61.311677158	POINT (61.311677158 55.19302564)	Kurchatovskiy rayon
1070462	424881	5	55.2382078	61.3101035	POINT (61.3101035 55.2382078)	Kurchatovskiy rayon
796686	316199	3	55.185619754	61.376681174	POINT (61.376681174 55.185619754)	Kurchatovskiy rayon
1024323	406661	2	55.211247648	61.279975497	POINT (61.279975497 55.211247648)	Kurchatovskiy rayon
970576	385287	3	55.197341525	61.300679907	POINT (61.300679907 55.197341525)	Kurchatovskiy rayon
1040274	413022	2	55.217189558	61.283851107	POINT (61.283851107 55.217189558)	Kurchatovskiy rayon
912594	362221	2	55.193048455	61.341149899	POINT (61.341149899 55.193048455)	Kurchatovskiy rayon
963539	382488	6	55.196704594	61.361884347	POINT (61.361884347 55.196704594)	Kurchatovskiy rayon
894443	355019	4	55.191558042	61.277461767	POINT (61.277461767 55.191558042)	Kurchatovskiy rayon
1000723	397272	2	55.205652204	61.271527999	POINT (61.271527999 55.205652204)	Kurchatovskiy rayon
901662	357870	3	55.192441918	61.322430747	POINT (61.322430747 55.192441918)	Kurchatovskiy rayon
877998	348512	3	55.190540795	61.331980118	POINT (61.331980118 55.190540795)	Kurchatovskiy rayon
977382	387992	3	55.198108631	61.30511084	POINT (61.30511084 55.198108631)	Kurchatovskiy rayon
788321	312869	4	55.18521798	61.290324147	POINT (61.290324147 55.18521798)	Kurchatovskiy rayon
855540	339581	4	55.189388195	61.376984764	POINT (61.376984764 55.189388195)	Kurchatovskiy rayon
1028056	408159	1	55.212323095	61.285863678	POINT (61.285863678 55.212323095)	Kurchatovskiy rayon
976547	387656	4	55.198108631	61.30511084	POINT (61.30511084 55.198108631)	Kurchatovskiy rayon
1070588	424932	4	55.2382078	61.3101035	POINT (61.3101035 55.2382078)	Kurchatovskiy rayon
1047074	415730	2	55.221539625	61.292335978	POINT (61.292335978 55.221539625)	Kurchatovskiy rayon
1023629	406391	4	55.211215136	61.297924575	POINT (61.297924575 55.211215136)	Kurchatovskiy rayon
1004054	398601	4	55.20766666	61.306296524	POINT (61.306296524 55.20766666)	Kurchatovskiy rayon
884091	350923	3	55.19084678	61.308980718	POINT (61.308980718 55.19084678)	Kurchatovskiy rayon
895553	355463	2	55.191594468	61.286636338	POINT (61.286636338 55.191594468)	Kurchatovskiy rayon
845150	335453	5	55.188604386	61.276747201	POINT (61.276747201 55.188604386)	Kurchatovskiy rayon
984484	390809	3	55.1992285	61.35819465	POINT (61.35819465 55.1992285)	Kurchatovskiy rayon
945339	375254	4	55.195461385	61.33173423	POINT (61.33173423 55.195461385)	Kurchatovskiy rayon
869896	345285	2	55.190187691	61.307928563	POINT (61.307928563 55.190187691)	Kurchatovskiy rayon
892685	354324	5	55.1914544	61.3832483	POINT (61.3832483 55.1914544)	Kurchatovskiy rayon
988539	392423	2	55.2002154	61.33451855	POINT (61.33451855 55.2002154)	Kurchatovskiy rayon
940587	373358	4	55.195063522	61.352964817	POINT (61.352964817 55.195063522)	Kurchatovskiy rayon
918135	364423	3	55.193404153	61.324233443	POINT (61.324233443 55.193404153)	Kurchatovskiy rayon
817083	324298	4	55.187028537	61.296706017	POINT (61.296706017 55.187028537)	Kurchatovskiy rayon
773925	307158	2	55.184514044	61.38026029	POINT (61.38026029 55.184514044)	Kurchatovskiy rayon
845359	335536	5	55.18866768	61.285206158	POINT (61.285206158 55.18866768)	Kurchatovskiy rayon
932537	370157	1	55.194726925	61.282893886	POINT (61.282893886 55.194726925)	Kurchatovskiy rayon
959781	380993	5	55.196370662	61.352974048	POINT (61.352974048 55.196370662)	Kurchatovskiy rayon
777438	308555	3	55.184732947	61.386385005	POINT (61.386385005 55.184732947)	Kurchatovskiy rayon
901175	357685	4	55.192244224	61.349381875	POINT (61.349381875 55.192244224)	Kurchatovskiy rayon
801718	318197	2	55.185889703	61.293050914	POINT (61.293050914 55.185889703)	Kurchatovskiy rayon
949648	376964	3	55.195742994	61.342644587	POINT (61.342644587 55.195742994)	Kurchatovskiy rayon
884442	351066	1	55.190861426	61.279246434	POINT (61.279246434 55.190861426)	Kurchatovskiy rayon
836336	331944	2	55.188257106	61.375960907	POINT (61.375960907 55.188257106)	Kurchatovskiy rayon
885320	351407	3	55.190963199	61.34572029	POINT (61.34572029 55.190963199)	Kurchatovskiy rayon
895565	355469	6	55.191595561	61.390362687	POINT (61.390362687 55.191595561)	Kurchatovskiy rayon
907880	360346	2	55.1927848	61.330169577	POINT (61.330169577 55.1927848)	Kurchatovskiy rayon
817244	324363	6	55.187028537	61.296706017	POINT (61.296706017 55.187028537)	Kurchatovskiy rayon
995795	395320	8	55.203736782	61.31658912	POINT (61.31658912 55.203736782)	Kurchatovskiy rayon
922827	366291	3	55.193934953	61.360118842	POINT (61.360118842 55.193934953)	Kurchatovskiy rayon
1054286	418531	5	55.234853601	61.355184018	POINT (61.355184018 55.234853601)	Kurchatovskiy rayon
919012	364776	3	55.193430985	61.361476055	POINT (61.361476055 55.193430985)	Kurchatovskiy rayon
994442	394778	5	55.2029777	61.28578065	POINT (61.28578065 55.2029777)	Kurchatovskiy rayon
895188	355320	5	55.191594468	61.286636338	POINT (61.286636338 55.191594468)	Kurchatovskiy rayon
1033976	410513	3	55.214388535	61.303470341	POINT (61.303470341 55.214388535)	Kurchatovskiy rayon
1006355	399521	4	55.207867504	61.269774076	POINT (61.269774076 55.207867504)	Kurchatovskiy rayon
1016642	403612	2	55.209240649	61.288177987	POINT (61.288177987 55.209240649)	Kurchatovskiy rayon
861725	342040	5	55.189700712	61.273897458	POINT (61.273897458 55.189700712)	Kurchatovskiy rayon
909893	361148	3	55.192974806	61.281161433	POINT (61.281161433 55.192974806)	Kurchatovskiy rayon
889039	352887	8	55.191172197	61.384250437	POINT (61.384250437 55.191172197)	Kurchatovskiy rayon
1062105	421590	3	55.2363547	61.30147115	POINT (61.30147115 55.2363547)	Kurchatovskiy rayon
901672	357875	2	55.192441918	61.322430747	POINT (61.322430747 55.192441918)	Kurchatovskiy rayon
1020653	405215	3	55.209965676	61.274473186	POINT (61.274473186 55.209965676)	Kurchatovskiy rayon
1029547	408752	5	55.212670197	61.28127242	POINT (61.28127242 55.212670197)	Kurchatovskiy rayon
1026175	407407	3	55.211908295	61.28086917	POINT (61.28086917 55.211908295)	Kurchatovskiy rayon
890244	353360	3	55.191283565	61.339533379	POINT (61.339533379 55.191283565)	Kurchatovskiy rayon
862846	342482	7	55.189794675	61.275250512	POINT (61.275250512 55.189794675)	Kurchatovskiy rayon
909839	361127	2	55.192974806	61.281161433	POINT (61.281161433 55.192974806)	Kurchatovskiy rayon
936650	371792	8	55.195007051	61.324318717	POINT (61.324318717 55.195007051)	Kurchatovskiy rayon
854143	339021	1	55.18936855	61.295781374	POINT (61.295781374 55.18936855)	Kurchatovskiy rayon
859950	341338	7	55.189594962	61.331618273	POINT (61.331618273 55.189594962)	Kurchatovskiy rayon
887319	352206	5	55.191004447	61.36447438	POINT (61.36447438 55.191004447)	Kurchatovskiy rayon
960566	381303	2	55.196468183	61.317252023	POINT (61.317252023 55.196468183)	Kurchatovskiy rayon
961017	381483	1	55.196476381	61.326601834	POINT (61.326601834 55.196476381)	Kurchatovskiy rayon
990756	393311	2	55.20117083	61.316806409	POINT (61.316806409 55.20117083)	Kurchatovskiy rayon
807771	320602	4	55.186298515	61.295539449	POINT (61.295539449 55.186298515)	Kurchatovskiy rayon
1058548	420202	4	55.23561205	61.30224775	POINT (61.30224775 55.23561205)	Kurchatovskiy rayon
1046925	415674	3	55.221072115	61.295067922	POINT (61.295067922 55.221072115)	Kurchatovskiy rayon
912002	361989	3	55.19301825	61.283378302	POINT (61.283378302 55.19301825)	Kurchatovskiy rayon
1018585	404390	3	55.209424809	61.269998155	POINT (61.269998155 55.209424809)	Kurchatovskiy rayon
857420	340333	3	55.189511009	61.329239266	POINT (61.329239266 55.189511009)	Kurchatovskiy rayon
907610	360237	3	55.192744601	61.305026238	POINT (61.305026238 55.192744601)	Kurchatovskiy rayon
889672	353131	3	55.191281172	61.382176374	POINT (61.382176374 55.191281172)	Kurchatovskiy rayon
967235	383953	5	55.197039734	61.353206915	POINT (61.353206915 55.197039734)	Kurchatovskiy rayon
949991	377098	7	55.195791237	61.326820746	POINT (61.326820746 55.195791237)	Kurchatovskiy rayon
950167	377163	2	55.195791237	61.326820746	POINT (61.326820746 55.195791237)	Kurchatovskiy rayon
1012187	401843	5	55.208558437	61.269715068	POINT (61.269715068 55.208558437)	Kurchatovskiy rayon
928257	368459	8	55.19409132	61.338984951	POINT (61.338984951 55.19409132)	Kurchatovskiy rayon
1026947	407723	3	55.212006656	61.288891536	POINT (61.288891536 55.212006656)	Kurchatovskiy rayon
1013181	402235	4	55.208659264	61.29208103	POINT (61.29208103 55.208659264)	Kurchatovskiy rayon
1022764	406053	4	55.210624138	61.289886159	POINT (61.289886159 55.210624138)	Kurchatovskiy rayon
1056415	419369	5	55.235023348	61.304552024	POINT (61.304552024 55.235023348)	Kurchatovskiy rayon
875405	347480	4	55.19040353	61.377529227	POINT (61.377529227 55.19040353)	Kurchatovskiy rayon
846437	335961	4	55.188812005	61.378980207	POINT (61.378980207 55.188812005)	Kurchatovskiy rayon
917916	364341	4	55.19336435	61.330142863	POINT (61.330142863 55.19336435)	Kurchatovskiy rayon
1021730	405641	2	55.210189375	61.270381888	POINT (61.270381888 55.210189375)	Kurchatovskiy rayon
1007714	400055	5	55.208133623	61.278804403	POINT (61.278804403 55.208133623)	Kurchatovskiy rayon
982507	390030	4	55.198751303	61.330833798	POINT (61.330833798 55.198751303)	Kurchatovskiy rayon
994804	394927	5	55.20302385	61.31560275	POINT (61.31560275 55.20302385)	Kurchatovskiy rayon
931422	369715	5	55.194479542	61.301502112	POINT (61.301502112 55.194479542)	Kurchatovskiy rayon
886459	351861	3	55.190994717	61.351107618	POINT (61.351107618 55.190994717)	Kurchatovskiy rayon
991163	393475	2	55.201418523	61.314952532	POINT (61.314952532 55.201418523)	Kurchatovskiy rayon
1050838	417196	2	55.233655755	61.300501616	POINT (61.300501616 55.233655755)	Kurchatovskiy rayon
803357	318851	2	55.185986058	61.297973991	POINT (61.297973991 55.185986058)	Kurchatovskiy rayon
959987	381073	2	55.196372228	61.346377092	POINT (61.346377092 55.196372228)	Kurchatovskiy rayon
948255	376408	4	55.195661149	61.28337937	POINT (61.28337937 55.195661149)	Kurchatovskiy rayon
979690	388909	4	55.198251211	61.364704982	POINT (61.364704982 55.198251211)	Kurchatovskiy rayon
1008277	400283	2	55.208217559	61.305405524	POINT (61.305405524 55.208217559)	Kurchatovskiy rayon
837375	332357	6	55.188270996	61.29892826	POINT (61.29892826 55.188270996)	Kurchatovskiy rayon
1029678	408804	4	55.212738435	61.280595945	POINT (61.280595945 55.212738435)	Kurchatovskiy rayon
923149	366411	3	55.1939978	61.312294412	POINT (61.312294412 55.1939978)	Kurchatovskiy rayon
853526	338778	3	55.189308421	61.300877212	POINT (61.300877212 55.189308421)	Kurchatovskiy rayon
793492	314925	3	55.185389856	61.280533333	POINT (61.280533333 55.185389856)	Kurchatovskiy rayon
1037373	411864	6	55.21611495	61.30090905	POINT (61.30090905 55.21611495)	Kurchatovskiy rayon
908747	360691	2	55.192909247	61.354097921	POINT (61.354097921 55.192909247)	Kurchatovskiy rayon
971093	385496	4	55.197390305	61.32011199	POINT (61.32011199 55.197390305)	Kurchatovskiy rayon
786652	312211	3	55.185144558	61.295345619	POINT (61.295345619 55.185144558)	Kurchatovskiy rayon
893924	354819	6	55.1915547	61.284553872	POINT (61.284553872 55.1915547)	Kurchatovskiy rayon
941226	373610	6	55.195085906	61.331860999	POINT (61.331860999 55.195085906)	Kurchatovskiy rayon
915558	363401	2	55.193245804	61.309076478	POINT (61.309076478 55.193245804)	Kurchatovskiy rayon
1017832	404085	4	55.2093583	61.2832711	POINT (61.2832711 55.2093583)	Kurchatovskiy rayon
1008168	400240	1	55.208206813	61.306457126	POINT (61.306457126 55.208206813)	Kurchatovskiy rayon
994231	394700	1	55.202899232	61.316511018	POINT (61.316511018 55.202899232)	Kurchatovskiy rayon
840579	333639	3	55.188388198	61.272375665	POINT (61.272375665 55.188388198)	Kurchatovskiy rayon
1081669	429310	3	55.240617807	61.303662984	POINT (61.303662984 55.240617807)	Kurchatovskiy rayon
955889	379442	1	55.196207257	61.299443732	POINT (61.299443732 55.196207257)	Kurchatovskiy rayon
930261	369249	2	55.194304678	61.281171279	POINT (61.281171279 55.194304678)	Kurchatovskiy rayon
847902	336544	4	55.188975939	61.282279591	POINT (61.282279591 55.188975939)	Kurchatovskiy rayon
1029016	408538	3	55.212549694	61.280079614	POINT (61.280079614 55.212549694)	Kurchatovskiy rayon
889776	353174	4	55.191281172	61.382176374	POINT (61.382176374 55.191281172)	Kurchatovskiy rayon
928155	368417	4	55.19409132	61.338984951	POINT (61.338984951 55.19409132)	Kurchatovskiy rayon
1014578	402790	1	55.208773334	61.273760698	POINT (61.273760698 55.208773334)	Kurchatovskiy rayon
958251	380384	2	55.196307445	61.324133189	POINT (61.324133189 55.196307445)	Kurchatovskiy rayon
1067303	423638	3	55.2375826	61.31220555	POINT (61.31220555 55.2375826)	Kurchatovskiy rayon
1046707	415592	5	55.221072115	61.295067922	POINT (61.295067922 55.221072115)	Kurchatovskiy rayon
886575	351918	4	55.191004447	61.36447438	POINT (61.36447438 55.191004447)	Kurchatovskiy rayon
844967	335382	2	55.188604386	61.276747201	POINT (61.276747201 55.188604386)	Kurchatovskiy rayon
837434	332381	4	55.188270996	61.29892826	POINT (61.29892826 55.188270996)	Kurchatovskiy rayon
1004829	398916	4	55.207775497	61.29194825	POINT (61.29194825 55.207775497)	Kurchatovskiy rayon
863385	342701	4	55.189814448	61.3533435	POINT (61.3533435 55.189814448)	Kurchatovskiy rayon
912286	362103	2	55.19302564	61.311677158	POINT (61.311677158 55.19302564)	Kurchatovskiy rayon
1007003	399778	6	55.2079879	61.27195759	POINT (61.27195759 55.2079879)	Kurchatovskiy rayon
1078871	428199	5	55.240320454	61.298727806	POINT (61.298727806 55.240320454)	Kurchatovskiy rayon
1050580	417095	5	55.2335052	61.30925075	POINT (61.30925075 55.2335052)	Kurchatovskiy rayon
1057201	419684	2	55.235212077	61.300392848	POINT (61.300392848 55.235212077)	Kurchatovskiy rayon
867405	344300	3	55.190055685	61.315276547	POINT (61.315276547 55.190055685)	Kurchatovskiy rayon
857379	340314	6	55.189511009	61.329239266	POINT (61.329239266 55.189511009)	Kurchatovskiy rayon
899421	356990	2	55.192093329	61.279079569	POINT (61.279079569 55.192093329)	Kurchatovskiy rayon
990061	393033	7	55.200765645	61.315730028	POINT (61.315730028 55.200765645)	Kurchatovskiy rayon
938644	372584	3	55.19502905	61.327015352	POINT (61.327015352 55.19502905)	Kurchatovskiy rayon
1037596	411958	2	55.21613235	61.29978535	POINT (61.29978535 55.21613235)	Kurchatovskiy rayon
888508	352676	3	55.191162808	61.290997652	POINT (61.290997652 55.191162808)	Kurchatovskiy rayon
872519	346330	6	55.190250851	61.299345935	POINT (61.299345935 55.190250851)	Kurchatovskiy rayon
1045335	415041	4	55.219526372	61.296335352	POINT (61.296335352 55.219526372)	Kurchatovskiy rayon
912204	362071	4	55.193019308	61.351732403	POINT (61.351732403 55.193019308)	Kurchatovskiy rayon
867620	344382	2	55.190056854	61.31371672	POINT (61.31371672 55.190056854)	Kurchatovskiy rayon
934219	370819	6	55.194963286	61.308427187	POINT (61.308427187 55.194963286)	Kurchatovskiy rayon
890987	353653	5	55.191333568	61.379773788	POINT (61.379773788 55.191333568)	Kurchatovskiy rayon
812501	322481	2	55.186581719	61.279766425	POINT (61.279766425 55.186581719)	Kurchatovskiy rayon
939534	372940	4	55.195054971	61.346934023	POINT (61.346934023 55.195054971)	Kurchatovskiy rayon
906776	359909	3	55.192616454	61.314757037	POINT (61.314757037 55.192616454)	Kurchatovskiy rayon
875012	347319	2	55.190401449	61.336162687	POINT (61.336162687 55.190401449)	Kurchatovskiy rayon
963367	382416	2	55.196697918	61.360367128	POINT (61.360367128 55.196697918)	Kurchatovskiy rayon
936249	371623	3	55.195000529	61.316088634	POINT (61.316088634 55.195000529)	Kurchatovskiy rayon
